IDCLIENTE;NOMEFANTASIA;FLSITUACAO;SGUF;IDSEGMENTACAO;IDMOEDA;
11600;Carrara-Beltrão;HABILITADO;PR;5256;5758;
11607;Padrão e Dias;HABILITADO;SC;7788;5758;
11609;Mendes Comercial Ltda.;HABILITADO;SP;5256;5758;
11615;Camacho e Colaço;HABILITADO;SP;5256;5758;
11617;Galindo e Pontes;HABILITADO;SC;5256;5758;
11618;Barreto Comercial Ltda.;HABILITADO;SC;4474;5758;
11621;Delgado e Filhos;HABILITADO;SP;5919;5758;
11622;Azevedo-Sepúlveda;HABILITADO;PR;2319;5758;
11625;Montenegro Comercial Ltda.;HABILITADO;SP;7736;5758;
11627;Fontes-Delvalle;HABILITADO;SP;7736;5758;
11628;D'ávila-Camacho;HABILITADO;RJ;3809;5758;
11630;Zamana e Casanova S.A.;HABILITADO;SP;3809;5758;
11632;Azevedo e Maia;HABILITADO;SP;7183;5758;
11639;Marques S.A.;HABILITADO;SP;3897;5758;
1164;das Neves Ltda.;HABILITADO;PR;8211;5758;
11640;Aragão Comercial Ltda.;HABILITADO;SP;5256;5758;
11641;Quintana e Associados;HABILITADO;SC;5256;5758;
11644;das Neves-Pereira;HABILITADO;RJ;3809;5758;
11645;Martines Ltda.;HABILITADO;RJ;2736;5758;
11649;Barros e Chaves;HABILITADO;PR;5226;5758;
11652;Guerra-Lozano;HABILITADO;PR;7788;5758;
11655;Santana e Barreto e Filhos;HABILITADO;SP;5256;5758;
11656;Prado-Maldonado;HABILITADO;MG;3809;5758;
11662;Santacruz-Cervantes;HABILITADO;SP;5256;5758;
11667;Pacheco Comercial Ltda.;HABILITADO;SP;4478;5758;
11671;da Silva Comercial Ltda.;HABILITADO;MG;8211;5758;
11672;Santiago e Pereira;HABILITADO;MG;8211;5758;
11674;Torres e Soto;HABILITADO;SC;5256;5758;
11676;de Oliveira e Verdara;HABILITADO;RJ;2319;5758;
11680;Zaragoça-Delatorre;HABILITADO;PE;5256;5758;
11687;Marques-Gomes;HABILITADO;RJ;4474;5758;
11690;Garcia e Batista e Associados;HABILITADO;SP;4478;5758;
11691;Ortega e Filhos;HABILITADO;SP;4478;5758;
11692;Cervantes e Filhos;HABILITADO;RJ;4474;5758;
11694;Meireles e Faria S.A.;HABILITADO;SP;5256;5758;
11695;Delatorre-Rangel;HABILITADO;PR;2736;5758;
11696;Benites e Filhos;HABILITADO;PR;3897;5758;
11698;Benites e Rangel;HABILITADO;PR;7736;5758;
11700;de Aguiar e Abreu;HABILITADO;SP;2736;5758;
11709;das Dores-Faria;HABILITADO;RJ;5256;5758;
11714;Tamoio e Associados;HABILITADO;SC;5256;5758;
11721;Uchoa e Grego Ltda.;HABILITADO;MG;5256;5758;
11730;Montenegro Ltda.;HABILITADO;RJ;7736;5758;
11737;Corona Comercial Ltda.;HABILITADO;SP;5256;5758;
11739;Zaragoça-Roque;HABILITADO;MG;5256;5758;
11741;Grego Comercial Ltda.;HABILITADO;SP;5256;5758;
11745;Godói-Molina;HABILITADO;SP;7230;5758;
11746;Duarte Comercial Ltda.;HABILITADO;RJ;5256;5758;
11747;Balestero e Rios;HABILITADO;SC;5256;5758;
11748;Zamana-Prado;HABILITADO;SC;2319;5758;
11749;da Rosa e Cruz;HABILITADO;RJ;2736;5758;
11750;D'ávila e Gonçalves e Associados;HABILITADO;SC;5256;5758;
11752;Camacho e Associados;HABILITADO;SC;7736;5758;
11758;Zamana-Cortês;HABILITADO;SC;7736;5758;
11761;Branco Ltda.;HABILITADO;SP;5256;5758;
11762;Meireles e das Neves e Filhos;HABILITADO;SC;5256;5758;
11766;Escobar-Meireles;HABILITADO;SP;7981;5758;
11768;Torres e Ramos;HABILITADO;SP;2736;5758;
11769;Azevedo Comercial Ltda.;HABILITADO;RJ;7981;5758;
11790;Gusmão e Duarte;HABILITADO;SC;7230;5758;
11793;Serra e Colaço S.A.;HABILITADO;SC;1107;5758;
11798;Garcia e Rivera S.A.;HABILITADO;SC;7736;5758;
11801;Perez Comercial Ltda.;HABILITADO;PR;2736;5758;
11802;Benites-da Silva;HABILITADO;PR;5256;5758;
11806;das Neves-Mascarenhas;HABILITADO;PR;2736;5758;
11808;Ferminiano e Filhos;HABILITADO;SP;7736;5758;
11812;Pacheco e Filhos;HABILITADO;SP;4478;5758;
11816;Azevedo e Quintana;HABILITADO;SP;4474;5758;
11818;Pontes e Velasques;HABILITADO;MG;7736;5758;
11823;Velasques-Estrada;HABILITADO;PR;5919;5758;
11826;Abreu Comercial Ltda.;HABILITADO;SC;5919;5758;
11827;Ramos Comercial Ltda.;HABILITADO;SP;4474;5758;
11833;das Neves e Domingues;HABILITADO;SP;5256;5758;
11835;Ortega e Sepúlveda;HABILITADO;PR;5256;5758;
11836;Sandoval-Vasques;HABILITADO;SC;5256;5758;
11837;Torres e Associados;HABILITADO;SC;4478;5758;
11847;de Oliveira e Sepúlveda e Filhos;HABILITADO;SC;5919;5758;
11853;de Aguiar e Vega;HABILITADO;SP;8211;5758;
11858;Serrano-Solano;HABILITADO;SP;5256;5758;
11859;Carrara-Furtado;HABILITADO;SP;4478;5758;
11862;Saraiva Ltda.;HABILITADO;SP;5256;5758;
11868;Aragão Comercial Ltda.;HABILITADO;SP;5919;5758;
11869;Maldonado-Rivera;HABILITADO;SP;2736;5758;
11871;Carmona e Delatorre;HABILITADO;SP;9122;5758;
11875;Torres-Verdara;HABILITADO;SP;8211;5758;
11876;Marés-Rico;HABILITADO;PE;5587;5758;
11879;Branco e Zaragoça;HABILITADO;PE;5256;5758;
11880;Marés-Correia;HABILITADO;SC;4478;5758;
11881;Galhardo Comercial Ltda.;HABILITADO;SP;8211;5758;
11884;Branco e Filhos;HABILITADO;PR;8211;5758;
11885;Esteves Comercial Ltda.;HABILITADO;RJ;5256;5758;
11888;Rocha e Ortiz;HABILITADO;SP;3897;5758;
11890;Vale e Associados;HABILITADO;SP;4474;5758;
11893;Ramires e Martines;HABILITADO;SP;5919;5758;
11894;Gil e Rangel;HABILITADO;PR;5919;5758;
11896;Cruz e Sanches;HABILITADO;RS;5256;5758;
11900;Feliciano e Teles;HABILITADO;SP;5256;5758;
11905;Teles e Sandoval e Filhos;HABILITADO;SP;4478;5758;
11906;Mendes e Aranda;HABILITADO;CE;5256;5758;
11908;Galvão Comercial Ltda.;HABILITADO;SP;3897;5758;
11911;Balestero e Espinoza;HABILITADO;PE;1269;5758;
11913;Ortiz S.A.;HABILITADO;BA;3809;5758;
11917;Faro e Esteves;HABILITADO;RJ;3809;5758;
11922;Colaço-Aguiar;HABILITADO;SP;5226;5758;
11924;Caldeira e Galindo e Filhos;HABILITADO;SP;5256;5758;
11929;Bonilha Comercial Ltda.;HABILITADO;SP;5256;5758;
11934;Delvalle Comercial Ltda.;HABILITADO;SP;3809;5758;
11935;Dominato-Vieira;HABILITADO;MG;5256;5758;
11936;Mendonça-Brito;HABILITADO;SC;4474;5758;
11938;Batista Comercial Ltda.;HABILITADO;MG;7183;5758;
11939;Madeira e Lovato;HABILITADO;MG;4478;5758;
11942;Delatorre e Corona;HABILITADO;SC;5256;5758;
11945;Martines e Associados;HABILITADO;SP;4478;5758;
11947;Maldonado e Quintana e Filhos;HABILITADO;SP;7183;5758;
11949;Ramires e Marin;HABILITADO;PE;5256;5758;
11959;Cortês Comercial Ltda.;HABILITADO;SP;7788;5758;
11960;Pedrosa-Balestero;HABILITADO;PE;7788;5758;
11964;Quintana Comercial Ltda.;HABILITADO;RJ;5919;5758;
11965;Chaves e Marin;HABILITADO;RJ;7981;5758;
11966;Carrara e Marques;HABILITADO;SC;7981;5758;
11969;Uchoa e das Neves;HABILITADO;SP;5256;5758;
11972;Marques-Leon;HABILITADO;SP;2736;5758;
11975;Roque S.A.;HABILITADO;RJ;7788;5758;
11976;de Oliveira e Neves e Filhos;HABILITADO;PE;4474;5758;
11980;Ramires-Corona;HABILITADO;SP;5256;5758;
11981;Madeira e Filhos;HABILITADO;RJ;4478;5758;
11984;Ramos e Meireles;HABILITADO;RJ;5256;5758;
11991;Prado e Fontes S.A.;HABILITADO;SP;1639;5758;
11992;Marinho S.A.;HABILITADO;SP;5256;5758;
11993;Pereira Comercial Ltda.;HABILITADO;SP;3809;5758;
11995;Ferminiano e Filhos;HABILITADO;RJ;3809;5758;
11997;Solano Ltda.;HABILITADO;RJ;3809;5758;
11998;Azevedo e Associados;HABILITADO;RJ;5919;5758;
12001;Quintana-Godói;HABILITADO;RJ;1107;5758;
12002;Urias e Bezerra e Filhos;HABILITADO;SP;4478;5758;
12005;Escobar-Leon;HABILITADO;SP;5256;5758;
12007;Furtado e Queirós e Associados;HABILITADO;SP;3809;5758;
12008;Gonçalves-Escobar;HABILITADO;SP;5256;5758;
12010;Esteves e de Oliveira e Associados;HABILITADO;RJ;7736;5758;
12015;Maia Comercial Ltda.;HABILITADO;RJ;5256;5758;
12019;de Aguiar Comercial Ltda.;HABILITADO;PR;5256;5758;
12022;Caldeira-Padrão;HABILITADO;SC;1401;5758;
12029;de Souza-Rios;HABILITADO;SP;5256;5758;
12032;Serra-Mendes;HABILITADO;SC;2736;5758;
12033;Serra Ltda.;HABILITADO;RJ;1107;5758;
12034;Santana e Associados;HABILITADO;SP;5256;5758;
12036;Meireles-Neves;HABILITADO;SP;5256;5758;
1204;Marés e Feliciano;HABILITADO;PE;3809;5758;
12041;Serna S.A.;HABILITADO;SP;5919;5758;
12044;Mendonça Comercial Ltda.;HABILITADO;SP;4478;5758;
12053;Paz-Vale;HABILITADO;SC;5256;5758;
12054;Salazar Ltda.;HABILITADO;SC;5256;5758;
12055;Zambrano e Espinoza;HABILITADO;SP;2324;5758;
12059;Carmona Comercial Ltda.;HABILITADO;SP;1107;5758;
12065;Valentin e Associados;HABILITADO;SP;1107;5758;
12066;Dias Ltda.;HABILITADO;SC;3809;5758;
12068;Perez e Zambrano;HABILITADO;SP;2736;5758;
12069;Lutero-Delatorre;HABILITADO;SP;8007;5758;
12070;Fernandes e Correia;HABILITADO;SC;5919;5758;
12079;Serrano S.A.;HABILITADO;SC;5256;5758;
12092;Rivera e Montenegro e Associados;HABILITADO;SC;4478;5758;
12101;Mascarenhas-Azevedo;HABILITADO;SP;7788;5758;
12106;Zaragoça e Soto e Filhos;HABILITADO;SP;5256;5758;
12107;Pacheco-Burgos;HABILITADO;SC;5256;5758;
12113;Rezende e Filhos;HABILITADO;SC;3809;5758;
12117;Gil e Madeira;HABILITADO;SP;4478;5758;
12120;Maldonado Comercial Ltda.;HABILITADO;SP;2736;5758;
12124;Salgado-Gusmão;HABILITADO;SP;3809;5758;
12126;Madeira e Delvalle e Filhos;HABILITADO;SC;5256;5758;
12127;Rivera e Associados;HABILITADO;SC;4478;5758;
12130;Ferreira e de Aguiar;HABILITADO;SP;5587;5758;
12131;Gusmão-Urias;HABILITADO;SP;1107;5758;
12135;Sales e Santana;HABILITADO;SP;1107;5758;
12136;Fonseca e Associados;HABILITADO;RJ;4474;5758;
12137;Gil e Filhos;HABILITADO;SP;5256;5758;
12146;Soto Comercial Ltda.;HABILITADO;SC;5256;5758;
12148;Vieira-Vila;HABILITADO;RJ;4478;5758;
12151;Ávila e Marinho;HABILITADO;SC;5226;5758;
12152;Valdez e Quintana;HABILITADO;SC;3809;5758;
12156;Verdara e Montenegro;HABILITADO;SP;4478;5758;
12161;Martines Comercial Ltda.;HABILITADO;SC;5256;5758;
12163;Escobar e Associados;HABILITADO;PR;5256;5758;
12168;Santana Ltda.;HABILITADO;PR;7736;5758;
12171;Abreu e Lutero Ltda.;HABILITADO;GO;5256;5758;
12175;Correia-Ferraz;HABILITADO;SP;4474;5758;
12184;da Cruz e de Oliveira e Associados;HABILITADO;PR;2319;5758;
12185;Faro S.A.;HABILITADO;SC;1639;5758;
12186;Bonilha Comercial Ltda.;HABILITADO;SP;2319;5758;
12188;Roque e Filhos;HABILITADO;PR;2319;5758;
12189;Colaço e Vale S.A.;HABILITADO;MG;7736;5758;
12191;Santiago Ltda.;HABILITADO;SP;5919;5758;
12201;Rico e Paz;HABILITADO;SP;7788;5758;
12202;Ramos e Paes;HABILITADO;SP;9122;5758;
12203;Carmona e de Souza e Filhos;HABILITADO;RJ;2319;5758;
12208;Quintana Comercial Ltda.;HABILITADO;MG;2736;5758;
12217;Guerra e Domingues;HABILITADO;PR;5256;5758;
12218;Torres Comercial Ltda.;HABILITADO;SP;2736;5758;
12222;Reis-Gil;HABILITADO;SP;7788;5758;
12223;Pena e Saraiva e Filhos;HABILITADO;RJ;7981;5758;
12225;Oliveira e da Cruz S.A.;HABILITADO;MG;2736;5758;
12227;Maldonado Comercial Ltda.;HABILITADO;MG;1107;5758;
12228;Soares-Roque;HABILITADO;SC;5256;5758;
12235;Rios e Balestero e Associados;HABILITADO;SC;3809;5758;
12236;Camacho e Filhos;HABILITADO;SP;4478;5758;
12241;Santacruz S.A.;HABILITADO;SP;1107;5758;
12255;Pereira e Filhos;HABILITADO;MG;5919;5758;
12257;Delgado e Filhos;HABILITADO;SC;5256;5758;
12263;Esteves e Ferreira;HABILITADO;PR;4478;5758;
12264;Carmona e Associados;HABILITADO;SP;5919;5758;
12271;Vega-Gusmão;HABILITADO;SP;8211;5758;
12273;Galvão e Paz;HABILITADO;SC;4478;5758;
12282;Matos Comercial Ltda.;HABILITADO;RS;5256;5758;
12284;Escobar e Filhos;HABILITADO;PB;5256;5758;
12286;Dias-das Neves;HABILITADO;SP;5256;5758;
12288;Ortiz e Fontes;HABILITADO;SP;5256;5758;
12291;Santacruz e Esteves;HABILITADO;RJ;1107;5758;
12296;Santana Comercial Ltda.;HABILITADO;SC;5587;5758;
12302;Madeira Comercial Ltda.;HABILITADO;SP;2736;5758;
12305;Pontes e Mascarenhas;HABILITADO;SP;5587;5758;
12308;Serna-Serna;HABILITADO;SP;2736;5758;
12311;Santacruz-Feliciano;HABILITADO;SP;2319;5758;
12313;Galvão Comercial Ltda.;HABILITADO;SP;5919;5758;
12314;Pedrosa e Maia;HABILITADO;SC;4474;5758;
12315;Delgado e Associados;HABILITADO;PR;1107;5758;
12316;Madeira e Soares;HABILITADO;SP;7736;5758;
12319;Roque e Rezende e Filhos;HABILITADO;SP;2319;5758;
12320;Leal-Molina;HABILITADO;SP;3298;5758;
12322;Ramos e Quintana;HABILITADO;PR;2319;5758;
12323;Jimenes e Filhos;HABILITADO;SP;5256;5758;
12326;Salas e Salazar S.A.;HABILITADO;MG;4474;5758;
12327;Serna e Aragão S.A.;HABILITADO;RJ;5256;5758;
12330;Montenegro e Colaço e Filhos;HABILITADO;SP;4478;5758;
12332;Salgado Comercial Ltda.;HABILITADO;PE;3809;5758;
12334;Carrara Comercial Ltda.;HABILITADO;RJ;3298;5758;
12335;Jimenes e Cordeiro;HABILITADO;SP;5256;5758;
12336;Fernandes e Perez S.A.;HABILITADO;SP;3298;5758;
12337;de Oliveira Comercial Ltda.;HABILITADO;SP;3298;5758;
12339;Marin S.A.;HABILITADO;RJ;4478;5758;
12341;Delvalle Comercial Ltda.;HABILITADO;SP;3298;5758;
12343;Brito-Santacruz;HABILITADO;SP;3298;5758;
12348;Paes Comercial Ltda.;HABILITADO;SP;2736;5758;
12353;Reis Comercial Ltda.;HABILITADO;RJ;4474;5758;
12355;Beltrão-Matias;HABILITADO;SP;2319;5758;
12357;Lozano Comercial Ltda.;HABILITADO;MG;3809;5758;
12358;Vieira e Quintana;HABILITADO;RJ;5256;5758;
12359;Fontes Comercial Ltda.;HABILITADO;PB;5256;5758;
12361;Maldonado-Pena;HABILITADO;MG;5256;5758;
12362;Matos e Filhos;HABILITADO;SC;1639;5758;
12363;Padilha e Medina Ltda.;HABILITADO;MG;5256;5758;
12364;Sales Comercial Ltda.;HABILITADO;MG;3897;5758;
12365;Correia-Valência;HABILITADO;SP;2736;5758;
12372;de Souza e Delvalle e Filhos;HABILITADO;PR;5226;5758;
12375;Santacruz Comercial Ltda.;HABILITADO;SP;5256;5758;
12383;Assunção-Neves;HABILITADO;GO;5919;5758;
12385;Ferminiano e Filhos;HABILITADO;SC;4474;5758;
12390;Casanova Comercial Ltda.;HABILITADO;MS;4478;5758;
12391;Tamoio S.A.;HABILITADO;GO;3897;5758;
12393;Marin Ltda.;HABILITADO;GO;5919;5758;
12397;Guerra Ltda.;HABILITADO;MG;5256;5758;
12401;Gomes e Associados;HABILITADO;SC;5256;5758;
12408;Ferreira Comercial Ltda.;HABILITADO;MT;4478;5758;
12413;Soto e Filhos;HABILITADO;SP;5587;5758;
12414;Saraiva-Quintana;HABILITADO;PR;4478;5758;
12420;Oliveira-Cervantes;HABILITADO;MG;7230;5758;
12424;das Neves e Galvão;HABILITADO;SP;2319;5758;
12431;Molina e Associados;HABILITADO;SC;5256;5758;
12433;Ferreira e Soares Ltda.;HABILITADO;SP;5256;5758;
1244;Vale-Tamoio;HABILITADO;SP;5587;5758;
12440;Pereira Comercial Ltda.;HABILITADO;SP;8007;5758;
12448;Chaves e Filhos;HABILITADO;SP;8007;5758;
12449;da Silva e Grego;HABILITADO;SP;3897;5758;
12461;Pena Comercial Ltda.;HABILITADO;SP;5256;5758;
12476;Paes Comercial Ltda.;HABILITADO;SP;2736;5758;
12477;Maldonado e Quintana;HABILITADO;SP;5256;5758;
12478;Soto e Lutero e Filhos;HABILITADO;SP;7736;5758;
12486;Teles S.A.;HABILITADO;SP;5256;5758;
12487;Saraiva-Garcia;HABILITADO;SP;4474;5758;
12490;Campos e Jimenes;HABILITADO;SP;5226;5758;
12491;Leal e Brito e Associados;HABILITADO;SP;5256;5758;
12502;Caldeira-Ramos;HABILITADO;SP;3809;5758;
12507;Aguiar e Barreto;HABILITADO;SP;5256;5758;
12515;Cruz e Feliciano;HABILITADO;SP;7736;5758;
12518;Mascarenhas Comercial Ltda.;HABILITADO;SP;5256;5758;
12519;Matias Ltda.;HABILITADO;SP;5256;5758;
12520;Rezende Comercial Ltda.;HABILITADO;SP;2736;5758;
12526;Fontes e Fernandes;HABILITADO;SP;3809;5758;
12528;Gonçalves Comercial Ltda.;HABILITADO;SC;5919;5758;
12532;da Cruz e Duarte;HABILITADO;SC;9122;5758;
12535;Santana Comercial Ltda.;HABILITADO;PR;8211;5758;
12538;Ortiz e Marés e Associados;HABILITADO;SP;2736;5758;
12541;Zaragoça-Cervantes;HABILITADO;SP;1107;5758;
12547;Padilha e Tamoio S.A.;HABILITADO;SP;5256;5758;
12556;Salas e Aguiar Ltda.;HABILITADO;SP;1107;5758;
12557;Uchoa e Barros e Filhos;HABILITADO;RJ;5256;5758;
12559;Chaves Comercial Ltda.;HABILITADO;MA;4478;5758;
12562;Soto e Esteves;HABILITADO;SP;4478;5758;
12563;Santana e Filhos;HABILITADO;SP;3809;5758;
12564;Fontes e Associados;HABILITADO;SP;4478;5758;
12565;Maldonado Comercial Ltda.;HABILITADO;SP;1401;5758;
12567;Matias Comercial Ltda.;HABILITADO;MG;8211;5758;
12571;Fonseca e Espinoza;HABILITADO;SP;8007;5758;
12583;Franco Comercial Ltda.;HABILITADO;SP;4478;5758;
12584;Lovato-Duarte;HABILITADO;PE;4478;5758;
12587;Cruz-Corona;HABILITADO;SP;1107;5758;
12588;Oliveira Comercial Ltda.;HABILITADO;SP;2736;5758;
12599;Casanova e Aguiar;HABILITADO;SP;4474;5758;
12605;Burgos e Filhos;HABILITADO;RJ;7736;5758;
12609;Quintana S.A.;HABILITADO;SP;4478;5758;
12611;Ortega e Valência S.A.;HABILITADO;RS;5256;5758;
12619;Teles-Dias;HABILITADO;SP;5919;5758;
12622;Ferreira e Furtado;HABILITADO;SP;4478;5758;
12631;Marin e Leon;HABILITADO;SP;1107;5758;
12633;Rios-Maldonado;HABILITADO;SP;2319;5758;
12635;Queirós-Aragão;HABILITADO;SP;5919;5758;
12640;Delgado e Leal;HABILITADO;SP;2736;5758;
12642;Balestero e Gonçalves Ltda.;HABILITADO;SP;5256;5758;
12651;Neves e Queirós S.A.;HABILITADO;SP;5587;5758;
12654;Balestero e Padrão;HABILITADO;SP;5256;5758;
12656;Zambrano e Jimenes;HABILITADO;SP;5256;5758;
12658;Salazar-Santiago;HABILITADO;SP;2324;5758;
12663;Furtado e de Souza;HABILITADO;DF;5256;5758;
12664;das Neves e Carmona e Filhos;HABILITADO;BA;1269;5758;
12667;Flores e Assunção S.A.;HABILITADO;SP;3897;5758;
12671;Velasques e Fonseca e Associados;HABILITADO;SP;2319;5758;
12673;Paes e Fonseca;HABILITADO;SP;4478;5758;
12674;Beltrão e Valdez;HABILITADO;SP;8211;5758;
12677;Aguiar-Gomes;HABILITADO;SP;4478;5758;
12682;Medina Comercial Ltda.;HABILITADO;MG;2319;5758;
12692;Aragão e Associados;HABILITADO;SP;2319;5758;
12693;Galvão e Escobar;HABILITADO;SP;8211;5758;
12695;Flores e Medina S.A.;HABILITADO;SP;5256;5758;
12699;Toledo e Medina;HABILITADO;SP;4478;5758;
12704;Perez e Tamoio;HABILITADO;SP;5919;5758;
12708;Ortiz-Sandoval;HABILITADO;SP;5256;5758;
12709;Santana e Campos S.A.;HABILITADO;RJ;4478;5758;
12713;Guerra S.A.;HABILITADO;SP;7736;5758;
12715;Brito-Molina;HABILITADO;RJ;8211;5758;
12716;das Dores Comercial Ltda.;HABILITADO;PR;5256;5758;
12718;Grego e de Souza Ltda.;HABILITADO;TO;5256;5758;
12720;Ortega-Assunção;HABILITADO;PR;1107;5758;
12721;Ramos e Aragão e Associados;HABILITADO;SP;4478;5758;
12725;Beltrão e Delvalle;HABILITADO;SC;4478;5758;
12729;Padrão e Gonçalves;HABILITADO;RJ;4963;5758;
12732;Bezerra e Vila;HABILITADO;PR;5256;5758;
12736;Paz-Aragão;HABILITADO;PE;5919;5758;
12737;Barreto e Filhos;HABILITADO;PR;5256;5758;
12738;Brito e Marinho e Filhos;HABILITADO;SP;5256;5758;
12741;Gusmão Comercial Ltda.;HABILITADO;SP;8211;5758;
12742;Ramires e Assunção;HABILITADO;PA;8211;5758;
12743;Leal e Duarte e Associados;HABILITADO;PE;4478;5758;
12744;Marés Comercial Ltda.;HABILITADO;PE;8211;5758;
12745;Neves-Rocha;HABILITADO;SP;5256;5758;
12746;Lozano Comercial Ltda.;HABILITADO;SP;5256;5758;
12748;Furtado Comercial Ltda.;HABILITADO;SP;4478;5758;
12749;Brito Comercial Ltda.;HABILITADO;SP;7788;5758;
12754;Rico Ltda.;HABILITADO;RJ;5256;5758;
12755;Camacho Comercial Ltda.;HABILITADO;SP;2736;5758;
12756;Toledo e Associados;HABILITADO;SP;5256;5758;
12757;Oliveira e Corona;HABILITADO;SP;4478;5758;
12760;Cervantes e Madeira e Filhos;HABILITADO;SP;5256;5758;
12761;Grego-Roque;HABILITADO;SP;3298;5758;
12763;Salgado e Colaço Ltda.;HABILITADO;SP;9122;5758;
12764;Lutero S.A.;HABILITADO;SP;4478;5758;
12767;Perez e Filhos;HABILITADO;RJ;3298;5758;
12768;Corona e Gil;HABILITADO;SP;5919;5758;
12775;Batista Comercial Ltda.;HABILITADO;SP;7788;5758;
12777;Pedrosa Ltda.;HABILITADO;SP;9122;5758;
12778;Espinoza Comercial Ltda.;HABILITADO;PR;5919;5758;
12780;Galindo Comercial Ltda.;HABILITADO;PR;4474;5758;
12785;Maia-Abreu;HABILITADO;PR;8211;5758;
12793;Salazar e Filhos;HABILITADO;PR;4478;5758;
12796;Aragão-Fontes;HABILITADO;PR;7788;5758;
12798;Pereira Comercial Ltda.;HABILITADO;SP;4474;5758;
12805;Marques e Serrano;HABILITADO;PR;5256;5758;
12807;Leal e Duarte;HABILITADO;MS;7981;5758;
12809;Chaves Comercial Ltda.;HABILITADO;RJ;7736;5758;
12821;Casanova-Madeira;HABILITADO;PR;1269;5758;
12827;Leon e Colaço;HABILITADO;PR;1639;5758;
12829;Valência e Perez;HABILITADO;PR;5256;5758;
12830;Flores e Associados;HABILITADO;PR;5256;5758;
12837;Domingues Comercial Ltda.;HABILITADO;PR;4478;5758;
12838;Romero Ltda.;HABILITADO;PR;9122;5758;
12844;Fidalgo e Urias Ltda.;HABILITADO;RJ;5256;5758;
12848;Pena Comercial Ltda.;HABILITADO;SP;4478;5758;
12850;Ortega Comercial Ltda.;HABILITADO;PR;5256;5758;
12851;Cruz Comercial Ltda.;HABILITADO;SP;5256;5758;
12854;Domingues e Medina S.A.;HABILITADO;SP;7788;5758;
12856;Maldonado e Associados;HABILITADO;SP;4478;5758;
12860;Faria-da Cruz;HABILITADO;SP;5256;5758;
12861;Vega e Barreto;HABILITADO;PR;7736;5758;
12868;Bezerra-Aguiar;HABILITADO;PR;4474;5758;
12870;Teles e Dias e Filhos;HABILITADO;SP;4478;5758;
12873;das Dores e Velasques;HABILITADO;AM;5256;5758;
12877;Caldeira e Salgado;HABILITADO;SC;1107;5758;
12880;Ferminiano e Sepúlveda;HABILITADO;PR;5256;5758;
12883;Furtado e Fernandes;HABILITADO;SP;5226;5758;
12889;Espinoza e Zamana;HABILITADO;SP;5919;5758;
12893;Salas Ltda.;HABILITADO;SP;1107;5758;
12894;Torres-Maldonado;HABILITADO;SP;4478;5758;
12895;Teles-Salgado;HABILITADO;SP;1107;5758;
12900;Pena e Lozano e Filhos;HABILITADO;SP;3809;5758;
12902;Lira e Lira Ltda.;HABILITADO;PR;4478;5758;
12904;Fonseca-Grego;HABILITADO;SP;5226;5758;
12908;Verdara e Santacruz e Filhos;HABILITADO;SP;4478;5758;
12910;Molina-Teles;HABILITADO;ES;8211;5758;
12925;Santacruz e Chaves;HABILITADO;RS;4478;5758;
12929;Toledo Comercial Ltda.;HABILITADO;SP;5256;5758;
12934;Serra-Roque;HABILITADO;SP;4474;5758;
12936;Grego Comercial Ltda.;HABILITADO;CE;5256;5758;
12938;Ortega-Fidalgo;HABILITADO;SP;5256;5758;
12940;Duarte Ltda.;HABILITADO;CE;5256;5758;
12944;Queirós e da Rosa;HABILITADO;SP;5919;5758;
12946;Sales e Soto Ltda.;HABILITADO;SC;5256;5758;
12949;Fonseca e Associados;HABILITADO;PR;8211;5758;
12950;Prado e Espinoza;HABILITADO;SP;5256;5758;
12951;Solano e Queirós S.A.;HABILITADO;SP;5256;5758;
12953;Galvão Comercial Ltda.;HABILITADO;RJ;5256;5758;
12954;Godói e Ramos;HABILITADO;SP;9122;5758;
12957;Carrara e Delgado;HABILITADO;RJ;5256;5758;
12961;Mendonça e Associados;HABILITADO;CE;1269;5758;
12967;Padrão e Tamoio;HABILITADO;SC;5919;5758;
12969;Grego e Batista;HABILITADO;SP;5226;5758;
12971;Pedrosa e Matos e Associados;HABILITADO;SP;5256;5758;
12974;Molina e Colaço;HABILITADO;SC;3809;5758;
12978;Rangel Comercial Ltda.;HABILITADO;SP;3897;5758;
12982;Bonilha-Pedrosa;HABILITADO;PR;5256;5758;
12984;Fonseca S.A.;HABILITADO;RJ;5256;5758;
12985;Vila Comercial Ltda.;HABILITADO;SP;5256;5758;
12987;Jimenes-Fontes;HABILITADO;SP;1107;5758;
12990;Meireles e Queirós;HABILITADO;SP;5256;5758;
12993;Velasques Comercial Ltda.;HABILITADO;SP;1107;5758;
12995;Beltrão e Marés;HABILITADO;SP;3897;5758;
12998;Espinoza Comercial Ltda.;HABILITADO;PR;5256;5758;
12999;Molina e Marques;HABILITADO;SP;5256;5758;
13001;Rezende-Rangel;HABILITADO;SP;7788;5758;
13003;Neves e Faria;HABILITADO;SP;4478;5758;
13005;Meireles Comercial Ltda.;HABILITADO;RJ;2736;5758;
13011;Faro Comercial Ltda.;HABILITADO;SP;4478;5758;
