IDCLIENTE;MES;NOTA
31299;2019-09;9
29798;2019-05;10
30191;2019-08;8
21077;2020-02;10
30320;2019-06;8
31307;2020-01;10
7648;2020-05;10
19329;2020-01;8
28524;2019-11;9
5098;2021-03;1
25431;2019-07;8
14249;2020-10;8
24365;2021-04;10
19177;2020-10;10
28084;2019-09;1
28964;2020-10;9
14357;2020-12;9
11739;2021-01;3
28860;2020-02;10
16183;2020-11;9
14595;2020-01;10
27244;2021-01;10
5902;2020-06;8
13778;2019-11;10
19347;2020-04;8
21980;2019-10;1
21583;2019-09;7
8634;2020-05;9
19649;2020-05;10
28123;2021-03;9
18381;2019-05;8
12654;2020-02;8
12737;2020-07;6
29027;2019-08;10
29056;2020-03;10
30591;2020-03;10
10381;2020-04;9
24066;2020-09;8
15800;2020-08;10
7771;2021-05;10
26779;2019-10;10
8945;2019-11;9
26393;2019-07;10
27396;2019-11;10
14687;2019-12;9
21958;2020-01;10
11203;2019-11;9
8622;2021-04;8
31242;2019-07;10
28172;2020-01;8
7520;2019-11;8
13393;2020-06;10
30457;2020-05;8
24664;2020-06;9
29056;2019-06;10
14799;2021-06;10
10208;2020-07;9
13104;2020-08;9
16174;2021-05;8
5137;2019-09;10
6003;2019-10;8
6525;2019-11;10
11233;2019-12;9
10689;2019-08;8
16293;2019-03;8
8734;2021-01;9
27957;2020-07;9
12029;2020-11;8
14756;2020-07;9
7908;2019-06;9
7013;2020-04;8
13392;2020-07;8
25084;2019-05;3
25785;2020-12;8
15283;2020-07;10
14620;2019-01;8
16768;2020-12;8
7889;2019-03;3
27066;2020-03;8
14555;2019-11;8
8966;2019-06;8
26898;2020-05;10
13632;2019-12;10
13704;2020-05;2
14775;2019-05;8
26068;2020-08;8
27011;2020-03;10
7565;2019-09;8
14649;2020-06;7
10248;2020-07;9
10992;2019-09;9
32374;2020-02;8
13392;2019-09;8
29687;2019-12;9
25383;2021-06;10
16381;2020-09;9
24816;2019-06;10
6896;2021-06;9
29462;2019-12;8
10279;2021-04;8
11761;2020-06;8
22590;2019-04;7
14314;2020-03;9
16646;2019-11;8
19012;2020-05;8
23929;2020-10;10
10177;2019-07;10
13990;2019-11;7
15391;2019-01;3
30677;2020-10;9
30803;2019-11;10
12716;2019-05;8
13636;2019-07;8
18926;2020-12;10
5987;2021-05;9
13661;2020-01;9
11053;2020-12;8
31388;2019-09;8
30362;2019-06;8
14449;2019-07;8
5918;2019-05;8
28628;2020-08;9
15808;2020-10;6
11906;2019-02;8
12308;2020-03;9
11038;2020-12;8
16174;2021-06;10
30015;2021-01;8
32114;2019-08;9
29209;2021-03;2
15052;2019-04;1
11833;2019-01;10
11890;2020-07;10
12365;2020-07;2
7448;2019-02;9
28709;2020-03;9
10764;2019-09;8
13089;2019-09;10
21950;2019-05;9
12654;2019-03;9
8555;2021-03;9
24810;2020-11;3
14898;2020-01;9
14797;2019-03;1
11737;2019-08;10
7887;2019-05;10
16615;2019-07;8
6146;2019-04;9
24664;2020-03;9
10464;2020-01;9
15018;2020-04;10
15446;2020-11;9
15732;2020-06;8
14535;2019-09;9
31045;2021-03;8
26846;2020-06;9
8610;2019-03;9
11049;2020-11;10
15732;2020-04;9
29638;2020-06;8
27563;2021-03;9
13557;2019-09;9
28172;2020-06;8
8554;2021-02;10
31335;2019-06;1
16626;2019-08;10
15194;2019-05;8
8642;2020-05;9
19634;2020-11;10
32178;2019-11;9
15068;2020-01;8
11709;2021-05;10
30909;2019-02;8
8940;2019-09;9
5487;2020-10;10
28054;2020-07;10
12029;2020-02;8
16377;2020-08;4
24532;2020-11;9
7883;2020-12;8
7833;2020-05;9
18771;2019-07;10
29542;2020-05;9
11134;2019-04;1
25432;2019-10;10
10057;2019-12;8
25398;2019-07;9
6452;2019-10;8
16839;2019-03;10
7886;2019-06;10
29323;2020-12;8
29923;2019-12;8
16174;2019-09;8
21472;2019-05;10
8598;2021-01;8
27511;2020-07;9
30456;2019-11;8
12079;2020-04;10
27178;2019-07;10
11340;2021-04;8
6576;2019-07;9
11293;2020-03;9
8086;2019-04;10
14034;2021-05;10
30801;2019-05;8
30476;2020-12;10
28480;2021-04;9
29769;2020-10;8
14499;2020-04;9
13710;2020-05;10
29027;2020-02;9
25642;2019-09;10
24363;2021-01;9
12375;2021-05;8
20772;2020-08;9
6438;2019-02;8
7818;2020-01;8
12137;2019-11;8
10680;2019-03;9
7678;2019-08;8
25650;2019-05;10
8378;2019-11;8
8717;2019-07;9
28421;2020-03;9
5573;2021-04;9
8863;2021-05;8
12218;2019-01;8
28807;2020-10;9
25224;2019-07;3
6218;2020-03;10
7638;2019-04;9
21024;2019-10;8
6164;2020-12;10
21241;2019-06;8
7874;2020-11;9
7859;2020-08;10
14523;2021-04;10
10007;2020-12;1
14601;2020-02;10
24752;2019-02;10
5284;2019-06;9
8628;2019-05;8
11992;2021-01;9
21159;2019-10;10
28152;2020-02;8
29306;2019-04;9
13991;2020-12;9
8565;2019-03;10
24810;2020-08;10
15073;2020-08;9
31242;2019-09;8
27706;2019-08;10
8082;2021-05;8
7374;2020-03;10
13857;2020-10;4
10122;2019-01;6
8897;2020-02;10
7845;2019-11;9
15034;2019-10;10
29141;2020-09;4
12547;2019-06;10
30591;2019-07;10
5900;2019-08;9
12829;2019-06;9
12940;2020-10;10
21157;2021-04;9
14026;2021-03;8
21583;2019-05;9
6132;2019-09;10
12999;2019-01;10
32238;2019-11;8
7565;2020-12;9
11091;2019-09;9
10282;2020-06;10
11305;2020-11;8
10263;2019-04;10
31169;2019-01;8
14627;2019-06;8
11134;2019-06;4
21958;2020-12;9
10107;2019-08;10
28909;2019-08;1
11188;2020-09;9
30004;2021-02;4
29923;2019-10;8
13123;2019-07;8
15286;2019-07;9
21411;2021-05;8
13710;2020-08;9
14971;2021-03;9
20959;2019-05;8
5712;2019-11;8
24506;2019-09;10
13619;2019-12;8
30794;2019-08;9
11936;2019-03;10
7875;2019-10;8
14649;2019-05;10
26207;2020-10;9
8863;2020-01;9
12353;2019-06;9
14765;2020-05;6
10310;2020-08;10
14595;2021-01;8
27350;2020-04;9
14535;2020-03;10
32352;2020-09;2
15219;2020-02;8
26541;2020-01;9
14649;2020-07;8
20834;2019-08;10
5931;2019-08;10
5842;2019-11;9
28172;2020-03;10
10566;2021-04;8
8065;2020-04;3
12308;2021-04;9
7419;2021-01;9
20961;2020-03;9
32432;2019-05;8
30436;2021-01;9
29166;2020-09;10
7964;2019-01;10
14872;2020-08;8
11858;2020-04;10
11137;2019-04;9
16332;2019-10;10
11183;2019-07;10
28133;2021-01;9
7655;2019-08;10
18189;2021-02;9
27313;2021-01;8
29686;2021-02;6
12520;2021-01;10
29256;2019-06;9
15118;2020-02;8
13599;2020-05;10
11025;2019-07;8
7072;2019-10;10
31594;2020-02;9
23929;2020-11;10
4834;2020-09;7
25645;2020-05;8
8620;2021-01;9
21583;2021-02;2
11145;2020-05;8
30591;2020-07;8
29797;2019-12;8
15123;2021-01;10
12361;2021-01;9
25858;2019-08;10
12985;2020-01;8
30362;2019-11;10
12951;2021-03;8
29872;2019-10;10
5083;2019-08;3
24365;2020-03;10
18974;2021-03;9
26779;2020-07;8
31300;2019-04;8
28678;2020-11;9
12798;2020-12;10
8817;2020-12;7
11879;2020-05;9
5900;2021-05;10
6358;2021-02;9
31388;2019-11;7
15786;2019-10;10
15073;2020-05;8
16779;2019-04;8
20643;2019-12;7
11992;2021-05;10
29126;2020-05;9
6649;2019-08;10
10007;2020-03;9
18235;2020-04;9
31358;2020-12;10
5652;2019-07;8
11523;2019-06;8
10940;2020-03;10
28988;2020-12;8
13084;2021-01;8
8634;2019-12;8
21157;2020-11;8
30812;2019-05;9
14740;2020-02;10
13868;2019-11;8
16791;2019-04;10
15068;2019-05;9
12654;2020-09;2
13917;2020-07;5
28211;2019-07;9
12971;2020-07;9
25379;2021-02;10
16569;2019-12;1
21198;2019-12;10
6156;2020-12;8
27439;2019-10;1
11747;2019-05;9
5079;2019-11;10
14028;2021-02;8
11291;2021-05;10
14407;2020-07;9
11936;2021-02;9
31264;2020-03;8
12663;2021-06;10
6865;2021-05;10
18492;2020-06;2
15751;2019-04;8
14282;2021-06;2
11929;2020-08;10
16482;2020-10;9
7076;2021-03;8
15194;2020-03;10
29188;2021-04;3
11355;2020-04;10
6194;2021-05;10
13113;2020-06;9
27161;2020-02;9
21223;2020-02;2
15536;2020-10;8
25419;2019-09;9
6027;2021-04;9
26330;2021-03;8
10732;2019-08;9
18420;2020-03;9
12359;2020-11;4
26932;2019-09;8
10800;2019-06;5
31058;2020-12;8
12755;2019-11;9
24664;2019-05;4
10267;2019-02;9
8294;2019-04;8
15283;2019-05;8
25383;2020-10;8
14179;2020-04;10
15018;2019-12;9
16029;2021-03;10
11457;2020-01;8
7599;2019-07;8
5487;2019-11;9
14759;2021-05;8
29082;2020-09;10
13479;2021-06;9
27910;2019-06;9
28292;2020-10;10
11836;2019-10;5
13393;2019-08;8
8842;2020-06;10
28461;2020-07;9
11561;2020-05;8
11906;2020-11;8
13462;2019-04;8
14430;2020-04;8
15286;2021-04;10
7821;2019-11;8
14430;2021-04;8
14898;2020-12;9
7072;2019-11;8
32015;2021-06;10
11189;2021-03;10
11524;2019-10;9
12175;2020-06;9
28845;2020-03;8
7763;2019-12;10
13414;2019-04;10
26939;2019-09;9
13582;2019-07;8
15798;2020-09;9
5671;2020-02;9
11618;2021-05;9
20959;2020-10;3
21760;2019-05;9
21760;2019-07;2
13777;2019-05;8
14595;2020-06;4
25944;2019-09;9
12732;2019-10;8
30803;2020-05;9
32290;2021-05;7
7862;2019-10;9
27460;2020-08;9
27793;2019-08;9
11325;2020-06;10
13375;2019-04;9
8546;2019-05;10
18974;2020-12;9
27217;2020-08;10
8423;2020-10;4
16328;2019-09;8
15214;2020-04;10
10694;2019-06;8
6576;2019-11;9
6164;2019-02;9
26988;2020-05;8
14535;2020-02;9
12754;2020-01;10
13819;2020-12;9
11152;2019-09;8
7863;2021-06;9
20263;2021-06;10
6113;2021-06;9
13566;2021-01;8
12519;2019-09;9
24096;2021-04;10
10122;2020-03;8
30557;2021-06;10
19482;2019-11;10
25725;2019-11;10
15579;2020-05;10
8987;2020-07;8
14306;2019-08;8
11189;2019-06;4
24512;2021-02;2
32374;2019-08;9
7989;2020-02;9
11494;2020-02;9
10208;2019-01;10
7631;2019-05;9
12225;2019-12;8
8773;2019-08;10
27637;2021-02;8
12746;2019-01;8
5867;2019-06;8
7926;2020-10;8
14051;2019-08;8
14244;2020-12;8
21254;2021-04;8
11228;2019-08;8
6865;2020-06;10
11397;2019-06;10
13606;2019-10;10
7865;2020-07;10
24956;2020-01;3
16399;2020-08;10
21980;2019-07;9
20834;2021-06;8
19587;2021-01;6
10246;2019-04;10
6024;2020-06;9
28807;2021-04;9
8662;2020-03;5
11542;2019-04;7
16287;2021-06;9
27527;2019-06;7
11499;2019-09;5
8356;2019-01;10
16377;2021-02;8
13985;2020-05;8
12282;2020-11;9
15234;2020-08;9
7847;2021-03;10
15448;2020-03;9
10310;2019-03;9
11869;2020-11;10
8165;2020-01;10
14084;2019-05;10
29361;2020-02;8
20834;2021-03;8
11980;2019-06;9
7372;2019-12;9
11223;2020-01;9
12950;2020-07;9
30496;2019-04;8
8968;2021-01;8
14344;2020-01;8
13831;2020-01;8
20834;2020-08;9
10689;2019-03;10
13517;2020-01;8
8904;2019-08;10
28456;2020-10;8
12288;2019-03;8
25354;2021-04;8
13532;2019-09;8
12950;2019-07;9
11223;2021-04;10
14559;2019-09;10
11003;2020-07;8
11885;2019-01;9
5772;2020-04;8
7838;2019-06;8
13557;2020-12;8
8629;2020-02;10
29306;2019-03;9
8041;2020-10;8
12363;2019-02;10
21133;2020-09;10
29357;2020-11;2
14868;2019-08;10
14595;2019-11;8
7495;2021-05;8
13990;2020-02;10
11862;2020-06;10
15141;2020-04;9
29166;2020-08;9
27847;2021-02;10
22877;2020-08;10
14930;2019-09;10
11700;2020-06;10
10563;2019-11;10
26760;2020-07;10
19012;2019-11;10
16328;2020-05;8
23686;2019-08;9
14032;2021-06;9
15751;2020-12;9
11348;2019-07;8
11385;2019-04;8
26846;2019-06;10
13076;2021-05;9
14371;2019-09;8
16640;2019-08;9
12953;2021-04;10
7551;2019-01;8
8789;2020-02;10
29743;2019-05;8
25933;2019-08;10
14933;2020-01;10
8668;2019-10;8
28678;2020-03;8
14340;2020-08;10
5926;2019-07;2
29398;2021-06;10
11816;2021-02;10
28568;2021-04;9
27228;2019-11;9
14112;2020-12;9
12640;2020-06;8
15286;2020-06;9
11223;2020-11;10
13593;2020-02;9
16621;2020-07;10
27161;2020-03;9
16073;2019-10;8
10974;2019-04;10
11398;2019-06;8
21277;2019-05;9
15911;2020-12;8
11203;2020-01;8
7859;2019-08;8
11043;2021-06;10
18811;2019-05;6
32407;2019-12;10
12829;2019-07;8
8344;2019-11;9
11189;2020-11;8
6445;2020-07;8
18492;2021-02;9
6584;2019-12;8
24816;2020-08;10
27637;2019-08;9
11992;2021-02;8
7917;2020-06;9
5976;2019-10;10
21183;2019-05;8
31095;2020-06;9
26873;2019-11;5
11295;2021-03;10
20648;2020-12;8
30877;2019-12;9
14986;2020-08;10
10317;2019-04;10
10328;2020-05;10
26817;2021-01;10
32360;2019-07;9
29478;2021-02;9
5918;2020-08;10
7865;2021-03;9
13802;2020-01;10
13793;2020-03;10
27687;2019-06;10
28758;2021-06;10
16098;2021-04;8
17817;2019-04;9
30786;2019-03;9
13608;2020-01;8
10228;2020-10;10
10953;2019-05;10
13726;2020-08;9
14505;2020-10;5
6889;2020-06;9
19866;2019-02;8
27841;2020-06;9
7908;2020-01;9
29931;2019-05;8
14499;2019-01;10
6024;2019-01;1
13557;2021-04;9
6724;2020-07;10
6525;2019-08;10
10793;2019-10;10
12934;2019-10;8
14435;2020-12;10
5780;2020-12;9
12218;2020-02;10
6167;2019-05;10
12323;2020-11;8
15643;2019-07;8
14758;2020-12;10
27350;2019-04;8
26094;2019-10;9
5902;2020-12;8
14261;2019-02;4
29972;2020-03;10
7354;2019-10;9
24440;2019-07;8
12946;2021-06;8
15919;2019-10;9
11714;2019-06;10
15277;2019-09;10
32114;2020-07;8
14518;2019-03;10
32314;2020-02;10
21762;2020-10;10
14155;2020-07;9
25759;2021-03;8
5843;2019-12;10
25343;2020-06;9
28634;2019-10;10
14101;2020-03;9
28063;2020-11;4
5747;2019-06;8
13582;2019-08;10
18808;2021-01;9
14371;2020-02;8
28158;2020-04;8
10472;2019-01;8
8681;2020-06;10
11320;2019-08;10
11523;2020-12;9
8945;2019-06;9
10329;2019-12;10
16165;2020-08;9
18443;2019-12;10
12034;2020-11;8
9006;2019-11;10
21231;2020-12;8
7899;2020-08;9
17817;2019-12;7
8681;2020-10;10
10232;2021-01;10
11992;2019-07;10
28438;2019-11;4
14555;2021-03;9
24190;2020-10;4
14449;2019-01;9
14344;2019-04;4
4764;2021-04;9
12640;2019-05;8
10013;2020-05;10
10568;2021-02;8
14251;2019-05;9
12477;2020-07;8
28151;2021-01;5
27511;2020-05;9
10568;2020-02;8
8610;2019-11;10
8897;2019-04;9
14303;2019-09;9
27800;2019-02;10
13517;2020-12;2
8167;2020-10;10
14499;2021-01;8
30992;2020-01;3
26873;2021-02;8
15738;2019-05;10
15642;2019-10;8
29395;2019-01;10
16168;2019-10;10
28172;2019-04;8
24524;2020-03;8
10767;2019-11;8
14442;2019-04;9
14431;2019-09;8
20959;2019-06;10
26438;2021-03;8
7866;2020-12;10
19633;2019-03;8
13897;2021-02;10
19250;2020-04;8
22877;2019-04;9
8810;2020-03;1
14340;2020-06;10
10248;2020-06;7
14340;2020-11;10
11747;2019-03;9
4838;2020-06;9
11618;2020-04;9
14187;2019-03;10
29638;2019-05;8
7819;2019-12;9
26162;2019-10;10
14959;2019-07;9
30015;2019-09;8
13990;2019-03;8
6072;2020-10;9
10592;2021-02;8
11869;2019-05;9
10686;2020-03;9
29563;2021-04;9
8179;2021-05;10
19484;2021-03;9
7763;2020-01;8
28893;2021-03;10
11043;2019-05;10
14762;2021-06;1
29709;2019-07;7
16399;2020-09;10
15233;2021-06;10
27865;2019-10;8
14301;2019-06;8
14261;2020-11;9
21704;2021-02;10
19125;2019-11;10
10568;2019-02;3
16758;2020-02;9
25230;2019-07;8
12844;2020-10;8
17905;2020-09;10
27073;2021-06;8
5570;2020-08;6
10421;2019-06;10
10230;2019-03;10
8840;2020-02;9
13709;2021-02;9
14602;2021-04;5
10055;2020-12;9
14568;2020-11;10
27654;2020-11;9
12754;2020-11;10
7548;2019-09;8
30091;2020-11;9
28414;2019-02;8
13890;2019-03;8
30194;2021-05;9
14699;2020-12;8
15177;2019-04;9
15642;2019-06;8
15337;2020-09;8
14330;2019-08;9
6984;2019-06;8
25330;2019-05;9
16419;2019-05;10
27008;2020-10;10
14898;2021-04;9
32064;2020-11;9
20955;2019-05;9
30943;2020-12;10
26751;2021-05;10
16791;2019-10;10
25156;2019-02;8
15980;2020-04;8
6889;2020-10;10
13532;2020-03;9
10656;2020-01;9
7862;2020-12;8
16218;2019-09;9
26237;2020-10;9
10767;2020-03;10
7637;2019-08;10
29125;2020-04;8
25785;2020-11;9
14179;2021-04;10
21902;2019-12;7
29419;2020-01;10
5747;2020-10;8
5079;2020-12;8
11210;2019-12;8
28161;2021-03;9
7848;2020-12;4
21209;2021-02;9
23929;2020-06;8
29254;2021-01;9
30972;2019-03;10
20648;2021-02;8
19089;2019-11;10
28685;2021-03;8
13479;2020-10;9
26202;2020-11;9
12054;2021-02;8
21639;2020-10;10
30091;2019-10;10
28414;2020-02;9
27511;2020-01;10
12397;2019-08;9
5570;2020-01;9
15051;2020-04;8
13932;2020-04;10
18350;2021-06;1
14035;2020-11;10
31993;2020-07;9
10045;2020-05;10
15087;2019-06;10
27409;2020-03;9
30271;2021-03;10
5747;2021-02;8
16165;2020-03;9
16008;2019-08;10
8166;2020-08;9
19400;2020-12;9
12228;2021-06;10
18033;2021-04;8
7372;2021-03;4
15245;2020-09;9
32286;2021-02;8
10228;2020-01;8
7520;2020-02;9
7013;2020-11;9
32300;2021-04;10
27366;2020-02;10
14743;2019-11;9
12358;2019-11;5
10186;2019-08;9
13831;2020-02;9
28539;2019-04;7
15454;2019-04;10
29166;2021-05;8
30142;2019-08;10
25048;2019-08;10
26062;2019-11;2
6237;2020-05;9
29526;2019-09;8
32154;2019-05;8
25156;2019-09;10
7875;2020-06;8
13704;2019-04;10
25409;2019-12;9
15060;2019-03;10
12363;2019-01;9
24664;2020-08;9
7186;2021-02;8
29434;2021-02;8
8167;2020-07;8
11343;2020-11;6
24035;2020-01;10
26817;2020-09;9
11029;2020-11;1
12079;2020-02;8
14016;2019-05;9
10175;2021-06;10
8668;2020-02;9
27161;2020-01;8
12120;2020-01;10
13777;2019-06;10
14872;2020-09;9
21231;2020-03;10
10983;2020-08;10
13392;2021-05;8
13802;2019-04;3
14446;2019-11;9
11189;2019-09;10
18176;2020-12;4
27391;2019-06;4
6027;2021-02;8
11477;2019-12;9
5626;2021-01;8
26852;2021-01;10
32173;2020-04;9
31594;2019-10;9
23943;2019-08;9
18176;2021-05;8
11147;2020-12;8
29848;2020-10;8
10504;2020-11;10
8166;2020-04;8
12951;2019-02;10
13302;2021-06;5
12225;2019-11;9
32114;2019-09;4
25432;2019-05;9
27591;2019-05;10
11687;2019-11;9
16008;2020-06;10
31092;2019-09;2
25761;2020-10;10
5780;2019-03;9
12520;2019-06;9
6649;2019-01;10
8713;2019-06;8
12984;2021-02;9
11038;2020-04;10
7374;2019-08;8
10174;2020-01;9
21958;2019-02;10
5083;2020-12;9
7664;2019-02;10
32154;2020-11;9
8634;2019-06;10
14499;2019-12;9
15142;2020-01;8
7908;2020-05;8
29648;2019-12;9
6285;2019-10;9
10953;2019-11;9
28847;2019-06;4
29656;2019-02;10
5867;2019-09;10
29478;2020-12;10
23943;2021-02;9
10800;2019-04;9
14740;2020-04;8
5976;2020-03;10
14182;2019-10;9
10177;2021-06;9
14535;2019-05;9
24365;2019-06;9
12161;2019-03;9
27427;2019-10;10
27097;2020-07;6
10158;2020-02;10
11210;2020-09;9
26030;2020-06;10
20643;2020-07;10
7353;2021-03;9
21704;2020-04;8
29687;2021-02;10
6126;2020-12;9
7910;2019-02;8
21707;2019-07;8
32290;2019-09;10
32374;2019-09;10
19468;2019-07;1
6579;2019-10;10
27066;2020-04;10
13820;2020-02;10
15261;2020-07;9
16646;2021-02;9
8734;2020-03;10
12718;2019-05;10
15473;2020-12;10
11053;2019-06;6
14715;2019-09;9
11326;2019-02;8
6795;2021-02;8
13711;2019-08;8
26972;2020-07;10
7646;2020-02;10
21709;2019-05;9
13890;2021-02;8
10007;2020-07;2
30142;2020-07;9
25519;2019-07;10
13238;2020-06;8
14850;2021-03;9
27216;2020-06;10
6615;2021-02;9
30646;2019-06;8
11862;2020-04;10
7910;2020-03;9
12754;2019-04;8
8717;2019-02;8
14913;2020-02;9
15068;2019-06;8
19029;2020-09;8
6003;2020-11;8
22120;2019-12;10
12754;2020-12;8
10287;2019-06;9
15350;2020-06;10
15144;2019-01;10
25759;2021-04;8
25778;2019-08;9
12982;2019-02;9
10975;2019-01;9
14756;2021-01;10
7074;2019-09;9
10800;2019-08;9
14603;2021-01;10
30043;2020-06;5
16010;2019-05;8
14789;2021-06;10
7072;2021-04;3
12008;2019-05;9
8613;2019-08;8
14155;2020-05;10
8713;2020-02;8
14450;2021-04;8
8625;2019-12;9
5915;2020-02;8
27841;2020-11;9
30362;2019-07;8
6408;2020-12;10
30646;2021-04;10
5572;2020-09;8
14685;2020-04;9
11271;2021-02;9
27922;2019-09;9
16386;2019-10;8
14763;2019-09;9
28461;2019-02;8
7838;2019-02;1
8653;2019-02;5
19347;2021-03;10
27865;2019-08;8
11869;2021-03;8
12161;2019-01;8
28115;2019-05;9
12161;2020-10;8
26393;2019-01;7
7883;2021-06;8
31993;2019-12;9
8534;2019-08;8
21636;2021-06;8
28628;2020-03;10
15060;2021-04;8
15456;2020-11;8
10695;2021-02;1
21976;2019-02;10
25374;2021-03;8
30347;2019-06;8
12323;2020-05;10
11645;2020-06;8
8586;2020-10;10
7966;2021-03;10
25048;2019-04;8
29254;2020-11;10
6452;2020-08;8
19165;2019-05;9
30939;2020-09;9
6167;2020-10;9
16768;2019-07;8
7666;2020-04;8
11596;2019-08;9
11617;2020-07;5
7911;2019-07;9
29395;2019-07;6
19410;2019-08;9
7908;2020-10;8
25759;2020-09;8
12257;2020-03;8
21764;2019-06;10
24372;2019-09;10
16471;2019-04;8
11233;2020-09;8
8534;2019-10;9
26729;2020-07;8
14970;2019-11;10
14930;2019-08;9
26982;2021-01;10
7065;2019-09;8
10983;2021-03;10
15191;2020-09;5
24030;2020-08;10
8880;2020-11;8
5573;2021-02;8
28631;2020-04;9
28158;2019-08;8
31286;2020-09;8
28152;2019-08;3
14251;2021-03;8
13280;2021-03;10
13301;2019-11;10
31025;2020-04;10
32064;2019-11;8
10519;2021-01;9
32132;2021-02;10
13020;2020-02;9
8586;2021-06;10
8642;2019-12;9
30801;2019-09;10
8734;2021-02;10
30456;2020-01;10
15073;2019-04;10
29323;2019-06;8
15167;2019-07;8
7795;2020-10;9
27418;2021-02;10
8609;2021-03;9
29166;2019-12;10
8023;2020-05;10
12798;2020-09;10
8634;2020-02;8
7989;2019-08;8
14555;2019-10;9
8986;2019-04;9
15287;2019-05;10
7271;2019-03;9
4212;2020-09;9
7561;2019-08;9
15277;2020-05;9
7626;2019-04;10
26982;2020-01;9
10869;2019-12;8
16358;2019-10;10
12756;2019-04;9
14387;2019-04;10
14257;2019-06;8
6286;2019-07;8
14756;2020-08;10
14244;2020-10;8
14112;2019-08;4
11662;2019-02;10
10317;2019-09;10
21203;2019-01;8
14446;2020-03;9
30599;2019-05;10
12946;2019-07;10
26086;2020-01;9
31358;2020-06;4
11890;2021-04;10
13593;2020-12;8
10033;2019-05;10
11489;2020-12;10
29566;2019-12;9
7532;2019-12;8
31993;2021-01;10
26068;2019-08;10
8344;2019-08;9
14035;2019-06;9
13991;2019-01;8
15448;2019-10;10
10566;2021-05;9
5915;2020-05;7
7699;2020-01;9
29463;2019-03;8
31108;2020-02;2
6889;2019-06;8
30945;2019-06;5
32012;2020-04;10
10208;2020-12;10
11984;2020-08;1
11167;2019-04;9
6116;2019-05;10
13022;2020-08;10
19303;2021-02;8
6287;2020-10;3
14744;2020-03;8
30177;2020-07;9
14446;2019-08;9
13802;2021-01;8
13967;2019-10;10
27228;2020-07;9
